,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
0,,Afghanistan,2021-04-01 04:27:05,33.93911,67.709953,56454,2484,51550.0,2420.0,Afghanistan,145.02030795507056,4.400042512488043
1,,Albania,2021-04-01 04:27:05,41.1533,20.1683,125157,2235,91271.0,31651.0,Albania,4349.051358676767,1.7857570890960952
2,,Algeria,2021-04-01 04:27:05,28.0339,1.6596,117192,3093,81538.0,32561.0,Algeria,267.2501997272904,2.639258652467745
3,,Andorra,2021-04-01 04:27:05,42.5063,1.5218,12010,115,11315.0,580.0,Andorra,15543.907331909662,0.9575353871773522
4,,Angola,2021-04-01 04:27:05,-11.2027,17.8739,22311,537,20493.0,1281.0,Angola,67.88419056279831,2.406884496436735
5,,Antigua and Barbuda,2021-04-01 04:27:05,17.0608,-61.7964,1136,28,820.0,288.0,Antigua and Barbuda,1160.0359447757537,2.464788732394366
6,,Argentina,2021-04-01 04:27:05,-38.4161,-63.6167,2348821,55858,2102616.0,190347.0,Argentina,5196.99218800907,2.378129282733763
7,,Armenia,2021-04-01 04:27:05,40.0691,45.0382,192639,3515,173064.0,16060.0,Armenia,6500.971573625303,1.8246564818131323
8,Australian Capital Territory,Australia,2021-04-01 04:27:05,-35.4735,149.0124,123,3,120.0,0.0,"Australian Capital Territory, Australia",28.73160476524177,2.4390243902439024
9,New South Wales,Australia,2021-04-01 04:27:05,-33.8688,151.2093,5296,54,0.0,5242.0,"New South Wales, Australia",65.23774328652378,1.0196374622356494
10,Northern Territory,Australia,2021-04-01 04:27:05,-12.4634,130.8456,108,0,106.0,2.0,"Northern Territory, Australia",43.97394136807818,0.0
11,Queensland,Australia,2021-04-01 04:27:05,-27.4698,153.0251,1477,6,1343.0,128.0,"Queensland, Australia",28.87303293910664,0.4062288422477996
12,South Australia,Australia,2021-04-01 04:27:05,-34.9285,138.6007,656,4,640.0,12.0,"South Australia, Australia",37.346996868773125,0.6097560975609756
13,Tasmania,Australia,2021-04-01 04:27:05,-42.8821,147.3272,234,13,221.0,0.0,"Tasmania, Australia",43.69747899159664,5.555555555555555
14,Victoria,Australia,2021-04-01 04:27:05,-37.8136,144.9631,20484,820,19664.0,0.0,"Victoria, Australia",308.9639361076336,4.003124389767623
15,Western Australia,Australia,2021-04-01 04:27:05,-31.9505,115.8605,944,9,918.0,17.0,"Western Australia, Australia",35.88534934995818,0.9533898305084746
16,,Austria,2021-04-01 04:27:05,47.5162,14.5501,546229,9339,501116.0,35774.0,Austria,6064.8982945461,1.7097224790335188
17,,Azerbaijan,2021-04-01 04:27:05,40.1431,47.5769,261713,3567,238125.0,20021.0,Azerbaijan,2581.206064595985,1.362943376905236
18,,Bahamas,2021-04-01 04:27:05,25.025885,-78.035889,9119,188,8597.0,334.0,Bahamas,2318.892912360648,2.061629564645246
19,,Bahrain,2021-04-01 04:27:05,26.0275,50.55,144445,521,135315.0,8609.0,Bahrain,8488.860079114565,0.3606909204195369
20,,Bangladesh,2021-04-01 04:27:05,23.685,90.3563,611295,9046,542099.0,60150.0,Bangladesh,371.180575738753,1.4798092573961834
21,,Barbados,2021-04-01 04:27:05,13.1939,-59.5432,3652,42,3465.0,145.0,Barbados,1270.8310859481298,1.1500547645125958
22,,Belarus,2021-04-01 04:27:05,53.7098,27.9534,321807,2247,312320.0,7240.0,Belarus,3405.609778734366,0.6982446000242382
23,Antwerp,Belgium,2021-04-01 04:27:05,51.2195,4.4024,112081,0,0.0,112081.0,"Antwerp, Belgium",5994.5018799505815,0.0
24,Brussels,Belgium,2021-04-01 04:27:05,50.8503,4.3517,109550,0,0.0,109550.0,"Brussels, Belgium",8992.37023447472,0.0
25,East Flanders,Belgium,2021-04-01 04:27:05,51.0362,3.7373,99902,0,0.0,99902.0,"East Flanders, Belgium",6549.855597916414,0.0
26,Flemish Brabant,Belgium,2021-04-01 04:27:05,50.9167,4.5833,68073,0,0.0,68073.0,"Flemish Brabant, Belgium",5889.467687220496,0.0
27,Hainaut,Belgium,2021-04-01 04:27:05,50.5257,4.0621,131194,0,0.0,131194.0,"Hainaut, Belgium",9740.874936889311,0.0
28,Liege,Belgium,2021-04-01 04:27:05,50.4496,5.8492,112208,0,0.0,112208.0,"Liege, Belgium",10110.65056766985,0.0
29,Limburg,Belgium,2021-04-01 04:27:05,50.9739,5.3420000000000005,45446,0,0.0,45446.0,"Limburg, Belgium",5179.798716618986,0.0
30,Luxembourg,Belgium,2021-04-01 04:27:05,50.0547,5.4677,25194,0,0.0,25194.0,"Luxembourg, Belgium",8785.989286909944,0.0
31,Namur,Belgium,2021-04-01 04:27:05,50.331,4.8221,48274,0,0.0,48274.0,"Namur, Belgium",9735.958953839205,0.0
32,Unknown,Belgium,2021-04-01 04:27:05,,,16530,23016,0.0,0.0,"Unknown, Belgium",,139.2377495462795
33,Walloon Brabant,Belgium,2021-04-01 04:27:05,50.4,4.35,34071,0,0.0,34071.0,"Walloon Brabant, Belgium",8391.479216489868,0.0
34,West Flanders,Belgium,2021-04-01 04:27:05,51.0536,3.1458,79930,0,0.0,79930.0,"West Flanders, Belgium",6655.592054590344,0.0
35,,Belize,2021-04-01 04:27:05,17.1899,-88.4976,12456,317,12090.0,49.0,Belize,3132.6313248042734,2.5449582530507384
36,,Benin,2021-04-01 04:27:05,9.3077,2.3158,7100,90,6452.0,558.0,Benin,58.56540493688217,1.267605633802817
37,,Bhutan,2021-04-01 04:27:05,27.5142,90.4336,873,1,869.0,3.0,Bhutan,113.13976454487488,0.1145475372279496
38,,Bolivia,2021-04-01 04:27:05,-16.2902,-63.5887,272411,12257,221962.0,38192.0,Bolivia,2333.678773521423,4.499451196904677
39,,Bosnia and Herzegovina,2021-04-01 04:27:05,43.9159,17.6791,169626,6599,130492.0,32535.0,Bosnia and Herzegovina,5170.239711778933,3.8903234174006345
40,,Botswana,2021-04-01 04:27:05,-22.3285,24.6849,39848,568,36958.0,2322.0,Botswana,1694.4878541434114,1.4254165830154588
41,Acre,Brazil,2021-04-01 04:27:05,-9.0238,-70.812,69657,1262,54045.0,14350.0,"Acre, Brazil",7898.201114594613,1.811734642605912
42,Alagoas,Brazil,2021-04-01 04:27:05,-9.5713,-36.782,153490,3554,144928.0,5008.0,"Alagoas, Brazil",4599.148368004981,2.315460290572676
43,Amapa,Brazil,2021-04-01 04:27:05,0.902,-52.003,97542,1302,72132.0,24108.0,"Amapa, Brazil",11533.454490848744,1.3348096204711817
44,Amazonas,Brazil,2021-04-01 04:27:05,-3.4168,-65.8561,349123,12015,298476.0,38632.0,"Amazonas, Brazil",8423.569287918705,3.4414805097343915
45,Bahia,Brazil,2021-04-01 04:27:05,-12.5797,-41.7007,803664,15330,769689.0,18645.0,"Bahia, Brazil",5403.486463851698,1.9075135877680225
46,Ceara,Brazil,2021-04-01 04:27:05,-5.4984,-39.3206,539569,14149,380789.0,143488.0,"Ceara, Brazil",5894.61675644908,2.6052338747280794
47,Distrito Federal,Brazil,2021-04-01 04:27:05,-15.7998,-47.8645,344364,6029,321374.0,16961.0,"Distrito Federal, Brazil",11420.676371055575,1.7507637267542484
48,Espirito Santo,Brazil,2021-04-01 04:27:05,-19.1834,-40.3089,382480,7500,351496.0,23152.0,"Espirito Santo, Brazil",9509.113757107489,1.960024912466177
49,Goias,Brazil,2021-04-01 04:27:05,-15.827,-49.8362,486405,11711,460845.0,11866.0,"Goias, Brazil",6900.60660946997,2.3947521107392182
50,Maranhao,Brazil,2021-04-01 04:27:05,-4.9609,-45.2744,242401,6070,220903.0,15428.0,"Maranhao, Brazil",3426.0748947624097,2.50411508203349
51,Mato Grosso,Brazil,2021-04-01 04:27:05,-12.6819,-56.9211,310337,7675,284856.0,16148.0,"Mato Grosso, Brazil",8854.900578740042,2.444368100704595
52,Mato Grosso do Sul,Brazil,2021-04-01 04:27:05,-20.7722,-54.7852,217457,4334,194999.0,16322.0,"Mato Grosso do Sul, Brazil",7758.153513547747,1.9837846362211151
53,Minas Gerais,Brazil,2021-04-01 04:27:05,-18.5122,-44.555,1123913,24332,1005681.0,93900.0,"Minas Gerais, Brazil",5309.292344565167,2.164936253962718
54,Para,Brazil,2021-04-01 04:27:05,-1.9981,-54.9306,420372,10503,390166.0,16931.0,"Para, Brazil",4853.301777954205,2.497107943753997
55,Paraiba,Brazil,2021-04-01 04:27:05,-7.24,-36.782,259173,5744,183369.0,70060.0,"Paraiba, Brazil",6450.094782967288,2.216280245241596
56,Parana,Brazil,2021-04-01 04:27:05,-25.2521,-52.0215,846105,16717,589955.0,239433.0,"Parana, Brazil",7399.931624720995,1.9757595097535177
57,Pernambuco,Brazil,2021-04-01 04:27:05,-8.8137,-36.9541,349231,12175,293723.0,43333.0,"Pernambuco, Brazil",3654.1634984191287,3.4862311764992224
58,Piaui,Brazil,2021-04-01 04:27:05,-7.7183,-42.7289,206631,4141,201169.0,0.0,"Piaui, Brazil",6263.085328331949,2.00190239262457
59,Rio Grande do Norte,Brazil,2021-04-01 04:27:05,-5.4026,-36.9541,197809,4548,142776.0,48978.0,"Rio Grande do Norte, Brazil",5596.499197428578,2.296431792358135
60,Rio Grande do Sul,Brazil,2021-04-01 04:27:05,-30.0346,-51.2177,845380,19736,801198.0,24446.0,"Rio Grande do Sul, Brazil",7430.44951415717,2.334571435330857
61,Rio de Janeiro,Brazil,2021-04-01 04:27:05,-22.9068,-43.1729,647875,36727,599767.0,11381.0,"Rio de Janeiro, Brazil",3752.5464173267183,5.668840439899672
62,Rondonia,Brazil,2021-04-01 04:27:05,-11.5057,-63.5806,187270,4143,164607.0,18520.0,"Rondonia, Brazil",10537.21391495168,2.21231377155978
63,Roraima,Brazil,2021-04-01 04:27:05,-2.7376,-62.0751,89853,1346,84118.0,4066.0,"Roraima, Brazil",14778.930964522311,1.4979056129572743
64,Santa Catarina,Brazil,2021-04-01 04:27:05,-27.2423,-50.2189,806929,10885,769659.0,26385.0,"Santa Catarina, Brazil",11262.426745913486,1.3489414806011433
65,Sao Paulo,Brazil,2021-04-01 04:27:05,-23.5505,-46.6333,2469849,74652,2120478.0,274719.0,"Sao Paulo, Brazil",5378.702420426869,3.022532956468189
66,Sergipe,Brazil,2021-04-01 04:27:05,-10.5741,-37.3857,174600,3501,158658.0,12441.0,"Sergipe, Brazil",7595.610728865409,2.0051546391752577
67,Tocantins,Brazil,2021-04-01 04:27:05,-10.1753,-48.2982,141913,2057,121515.0,17428.0,"Tocantins, Brazil",8962.937720060068,1.4413903174321687
68,,Brunei,2021-04-01 04:27:05,4.5353,114.7277,212,3,194.0,15.0,Brunei,48.4590258364325,1.4150943396226414
69,,Bulgaria,2021-04-01 04:27:05,42.7339,25.4858,342633,13197,259561.0,69875.0,Bulgaria,4931.074506598239,3.851643011618846
70,,Burkina Faso,2021-04-01 04:27:05,12.2383,-1.5616,12717,146,12385.0,186.0,Burkina Faso,60.83734809439936,1.1480695132499803
71,,Burma,2021-04-01 04:27:05,21.9162,95.956,142434,3206,131800.0,7428.0,Burma,261.78007584443344,2.250867068256175
72,,Burundi,2021-04-01 04:27:05,-3.3731,29.9189,2810,6,773.0,2031.0,Burundi,23.631753036238745,0.2135231316725978
73,,Cabo Verde,2021-04-01 04:27:05,16.5388,-23.0418,17470,168,16277.0,1025.0,Cabo Verde,3142.15414721181,0.961648540354894
74,,Cambodia,2021-04-01 04:27:05,11.55,104.9167,2440,11,1191.0,1238.0,Cambodia,14.594199607140894,0.4508196721311475
75,,Cameroon,2021-04-01 04:27:05,3.848,11.5021,47669,721,35261.0,11687.0,Cameroon,179.57223015984712,1.5125133734712286
76,Alberta,Canada,2021-04-01 04:27:05,53.9333,-116.5765,148332,1990,137992.0,8350.0,"Alberta, Canada",3338.6459545713487,1.3415850928997115
77,British Columbia,Canada,2021-04-01 04:27:05,53.7267,-127.6476,100048,1458,91066.0,7524.0,"British Columbia, Canada",1918.53770179326,1.457300495762034
78,Diamond Princess,Canada,2020-12-21 13:27:30,,,0,1,0.0,0.0,"Diamond Princess, Canada",,
79,Grand Princess,Canada,2020-12-21 13:27:30,,,13,0,13.0,0.0,"Grand Princess, Canada",,0.0
80,Manitoba,Canada,2021-04-01 04:27:05,53.7609,-98.8139,34122,935,32006.0,1181.0,"Manitoba, Canada",2465.881128659852,2.740167633784655
81,New Brunswick,Canada,2021-04-01 04:27:05,46.5653,-66.4619,1613,30,1447.0,136.0,"New Brunswick, Canada",204.37771231271185,1.8598884066955983
82,Newfoundland and Labrador,Canada,2021-04-01 04:27:05,53.1355,-57.6604,1019,6,1006.0,7.0,"Newfoundland and Labrador, Canada",195.7533622897188,0.5888125613346418
83,Northwest Territories,Canada,2021-04-01 04:27:05,64.8255,-124.8457,47,0,47.0,0.0,"Northwest Territories,Canada",103.28762306610408,0.0
84,Nova Scotia,Canada,2021-04-01 04:27:05,44.682,-63.7443,1716,66,1627.0,23.0,"Nova Scotia, Canada",172.97428065984244,3.8461538461538463
85,Nunavut,Canada,2021-04-01 04:27:05,70.2998,-83.1076,395,4,391.0,0.0,"Nunavut, Canada",1002.4617414917644,1.0126582278481011
86,Ontario,Canada,2021-04-01 04:27:05,51.2538,-85.3232,356576,7366,329652.0,19558.0,"Ontario, Canada",2405.0273986535794,2.065758772323432
87,Prince Edward Island,Canada,2021-04-01 04:27:05,46.5107,-63.4168,159,0,145.0,14.0,"Prince Edward Island, Canada",96.7635925461605,0.0
88,Quebec,Canada,2021-04-01 04:27:05,52.9399,-73.5491,311776,10667,291906.0,9203.0,"Quebec, Canada",3623.408462669802,3.4213666221902903
89,Repatriated Travellers,Canada,2021-04-01 04:27:05,,,13,0,13.0,0.0,"Repatriated Travellers, Canada",,0.0
90,Saskatchewan,Canada,2021-04-01 04:27:05,52.9399,-106.4509,33590,436,31199.0,1955.0,"Saskatchewan, Canada",2846.9865507643385,1.2980053587377196
91,Yukon,Canada,2021-04-01 04:27:05,64.2823,-135.0,74,1,71.0,2.0,"Yukon, Canada",172.1490717908156,1.351351351351351
92,,Central African Republic,2021-04-01 04:27:05,6.6111,20.9394,5161,67,4957.0,137.0,Central African Republic,106.85822330035174,1.2981980236388295
93,,Chad,2021-04-01 04:27:05,15.4542,18.7322,4533,164,4140.0,229.0,Chad,27.596730253194064,3.617913081844253
94,Antofagasta,Chile,2021-04-01 04:27:05,-23.6509,-70.3975,43243,867,41196.0,1180.0,"Antofagasta, Chile",7117.790938449535,2.0049487778368755
95,Araucania,Chile,2021-04-01 04:27:05,-38.9489,-72.3311,54915,671,51266.0,2978.0,"Araucania, Chile",5736.90170743734,1.221888372939998
96,Arica y Parinacota,Chile,2021-04-01 04:27:05,-18.594,-69.4785,17399,350,16499.0,550.0,"Arica y Parinacota, Chile",7696.356848381903,2.011609862635784
97,Atacama,Chile,2021-04-01 04:27:05,-27.5661,-70.0503,14282,170,13602.0,510.0,"Atacama, Chile",4942.826291599757,1.1903094804649208
98,Aysen,Chile,2021-04-01 04:27:05,-45.9864,-73.7669,3531,28,3386.0,117.0,"Aysen, Chile",3422.9046705054384,0.7929764939110734
99,Biobio,Chile,2021-04-01 04:27:05,-37.4464,-72.1416,95470,1557,89123.0,4790.0,"Biobio, Chile",6132.431486281198,1.6308788100974128
100,Coquimbo,Chile,2021-04-01 04:27:05,-29.959,-71.3389,26875,508,25259.0,1108.0,"Coquimbo, Chile",3547.4520384484404,1.890232558139535
101,Los Lagos,Chile,2021-04-01 04:27:05,-41.9198,-72.1416,60819,794,58420.0,1605.0,"Los Lagos, Chile",7339.014465891484,1.3055130797941432
102,Los Rios,Chile,2021-04-01 04:27:05,-40.231,-72.3311,27478,304,25542.0,1632.0,"Los Rios, Chile",7140.16583644504,1.106339617148264
103,Magallanes,Chile,2021-04-01 04:27:05,-52.368,-70.9863,23107,345,22476.0,286.0,"Magallanes, Chile",13875.32801306648,1.4930540528844074
104,Maule,Chile,2021-04-01 04:27:05,-35.5183,-71.6885,54132,989,49997.0,3146.0,"Maule, Chile",5180.343557107995,1.827015443730141
105,Metropolitana,Chile,2021-04-01 04:27:05,-33.4376,-70.6505,419769,12868,392112.0,14789.0,"Metropolitana, Chile",5901.593294800028,3.065495546360022
106,Nuble,Chile,2021-04-01 04:27:05,-36.7226,-71.7622,21360,403,19910.0,1047.0,"Nuble, Chile",4444.361216706304,1.886704119850188
107,OHiggins,Chile,2021-04-01 04:27:05,-34.5755,-71.0022,38436,890,35429.0,2117.0,"OHiggins, Chile",4202.699673611756,2.315537516911229
108,Tarapaca,Chile,2021-04-01 04:27:05,-19.9232,-69.5132,28766,509,27204.0,1053.0,"Tarapaca, Chile",8702.254974921194,1.7694500451922408
109,Unknown,Chile,2021-04-01 04:27:05,,,46,1,46.0,0.0,"Unknown, Chile",,2.1739130434782608
110,Valparaiso,Chile,2021-04-01 04:27:05,-33.0472,-71.6127,65910,1881,59803.0,4226.0,"Valparaiso, Chile",3629.601156890625,2.853891670459718
111,Anhui,China,2021-04-01 04:27:05,31.8257,117.2264,994,6,988.0,0.0,"Anhui, China",1.6287826941871515,0.6036217303822937
112,Beijing,China,2021-04-01 04:27:05,40.1824,116.4142,1049,9,1037.0,3.0,"Beijing, China",4.791465071521409,0.8579599618684461
113,Chongqing,China,2021-04-01 04:27:05,30.0572,107.874,591,6,585.0,0.0,"Chongqing, China",1.8437545031207965,1.015228426395939
114,Fujian,China,2021-04-01 04:27:05,26.0789,117.9874,561,1,550.0,10.0,"Fujian, China",1.3505027408946626,0.17825311942959
115,Gansu,China,2021-04-01 04:27:05,35.7518,104.2861,193,2,186.0,5.0,"Gansu, China",0.7713881041003035,1.0362694300518134
116,Guangdong,China,2021-04-01 04:27:05,23.3417,113.4244,2282,8,2235.0,39.0,"Guangdong, China",1.8109313115023264,0.35056967572305
117,Guangxi,China,2021-04-01 04:27:05,23.8298,108.7881,267,2,265.0,0.0,"Guangxi, China",0.5326491591205376,0.7490636704119851
118,Guizhou,China,2021-04-01 04:27:05,26.8154,106.8748,147,2,145.0,0.0,"Guizhou, China",0.3812028313360552,1.3605442176870748
119,Hainan,China,2021-04-01 04:27:05,19.1959,109.7453,171,6,165.0,0.0,"Hainan, China",1.696221255497344,3.508771929824561
120,Hebei,China,2021-04-01 04:27:05,37.8957,114.9042,1317,7,1310.0,0.0,"Hebei, China",1.7651733706508228,0.5315110098709187
121,Heilongjiang,China,2021-04-01 04:27:05,47.862,127.7615,1610,13,1597.0,0.0,"Heilongjiang, China",5.054931088416459,0.8074534161490683
122,Henan,China,2021-04-01 04:27:05,33.882,113.614,1311,22,1283.0,6.0,"Henan, China",1.3193711593253994,1.6781083142639206
123,Hong Kong,China,2021-04-01 04:27:05,22.3,114.2,11467,205,11095.0,167.0,"Hong Kong, China",152.95475996493525,1.7877387285253337
124,Hubei,China,2021-04-01 04:27:05,30.9756,112.2707,68152,4512,63639.0,1.0,"Hubei, China",118.00689621413646,6.620495363305552
125,Hunan,China,2021-04-01 04:27:05,27.6104,111.7088,1042,4,1033.0,5.0,"Hunan, China",1.5682175224258117,0.3838771593090211
126,Inner Mongolia,China,2021-04-01 04:27:05,44.0935,113.9448,375,1,368.0,6.0,"Inner Mongolia, China",1.559306345690732,0.2666666666666666
127,Jiangsu,China,2021-04-01 04:27:05,32.9711,119.455,710,0,704.0,6.0,"Jiangsu, China",0.8377777244956389,0.0
128,Jiangxi,China,2021-04-01 04:27:05,27.614,115.7221,937,1,934.0,2.0,"Jiangxi, China",2.073530213957558,0.1067235859124866
129,Jilin,China,2021-04-01 04:27:05,43.6661,126.1923,573,3,570.0,0.0,"Jilin, China",2.38021525204548,0.5235602094240838
130,Liaoning,China,2021-04-01 04:27:05,41.2956,122.6085,407,2,405.0,0.0,"Liaoning, China",0.9555918169127402,0.4914004914004914
131,Macau,China,2021-04-01 04:27:05,22.1667,113.55,48,0,48.0,0.0,"Macau, China",7.392098462751524,0.0
132,Ningxia,China,2021-04-01 04:27:05,37.2692,106.1655,75,0,75.0,0.0,"Ningxia, China",1.041282838242681,0.0
133,Qinghai,China,2021-04-01 04:27:05,35.7452,95.9956,18,0,18.0,0.0,"Qinghai, China",0.3038509563793255,0.0
134,Shaanxi,China,2021-04-01 04:27:05,35.1917,108.8701,567,3,553.0,11.0,"Shaanxi, China",1.4343899778489204,0.5291005291005291
135,Shandong,China,2021-04-01 04:27:05,36.3427,118.1498,870,7,862.0,1.0,"Shandong, China",0.856911085910921,0.8045977011494253
136,Shanghai,China,2021-04-01 04:27:05,31.202,121.4491,1885,7,1833.0,45.0,"Shanghai, China",7.5791401957991456,0.3713527851458886
137,Shanxi,China,2021-04-01 04:27:05,37.5777,112.2922,241,0,240.0,1.0,"Shanxi, China",0.690235566801972,0.0
138,Sichuan,China,2021-04-01 04:27:05,30.6171,102.7103,948,3,927.0,18.0,"Sichuan, China",1.1329566993271314,0.3164556962025316
139,Tianjin,China,2021-04-01 04:27:05,39.3054,117.323,373,3,358.0,12.0,"Tianjin, China",2.690031428654056,0.8042895442359249
140,Tibet,China,2021-04-01 04:27:05,31.6927,88.0924,1,0,1.0,0.0,"Tibet, China",0.027411529289219,0.0
141,Unknown,China,2021-04-01 04:27:05,,,0,0,1.0,0.0,"Unknown, China",,
142,Xinjiang,China,2021-04-01 04:27:05,41.1129,85.2401,980,3,977.0,0.0,"Xinjiang, China",3.7907586333077328,0.3061224489795918
143,Yunnan,China,2021-04-01 04:27:05,24.974,101.487,247,2,230.0,15.0,"Yunnan, China",0.5232022511168727,0.8097165991902834
144,Zhejiang,China,2021-04-01 04:27:05,29.1832,120.0934,1323,1,1320.0,2.0,"Zhejiang, China",2.049015676410276,0.0755857898715041
145,Amazonas,Colombia,2021-04-01 04:27:05,-1.4429,-71.5724,5858,219,5595.0,44.0,"Amazonas, Colombia",7648.617947747066,3.7384772960054624
146,Antioquia,Colombia,2021-04-01 04:27:05,7.1986,-75.3412,374623,7016,354364.0,13243.0,"Antioquia, Colombia",5846.996036585651,1.8728161378238923
147,Arauca,Colombia,2021-04-01 04:27:05,7.0762,-70.7105,5751,173,5450.0,128.0,"Arauca, Colombia",2193.5813619962314,3.008172491740567
148,Atlantico,Colombia,2021-04-01 04:27:05,10.6966,-74.8741,151635,4494,137149.0,9992.0,"Atlantico, Colombia",5980.437125840607,2.9636957166880995
149,Bolivar,Colombia,2021-04-01 04:27:05,8.6704,-74.03,69563,1409,67543.0,611.0,"Bolivar, Colombia",3360.3528314920463,2.025502062878254
150,Boyaca,Colombia,2021-04-01 04:27:05,5.4545,-73.362,48119,1154,46147.0,818.0,"Boyaca, Colombia",3952.681833714481,2.3982210769134853
151,Caldas,Colombia,2021-04-01 04:27:05,5.2983,-75.2479,49624,1015,47206.0,1403.0,"Caldas, Colombia",4971.074525046206,2.0453812671288087
152,Capital District,Colombia,2021-04-01 04:27:05,4.711,-74.0721,687382,14409,660006.0,12967.0,"Capital District, Colombia",9273.19905144858,2.0962143320599025
153,Caqueta,Colombia,2021-04-01 04:27:05,0.8699,-73.8419,17185,649,16328.0,208.0,"Caqueta, Colombia",4280.316521747794,3.776549316264184
154,Casanare,Colombia,2021-04-01 04:27:05,5.7589,-71.5724,13044,305,12466.0,273.0,"Casanare, Colombia",3101.991895439758,2.338239803741184
155,Cauca,Colombia,2021-04-01 04:27:05,2.705,-76.82600000000002,28124,775,26847.0,502.0,"Cauca, Colombia",1920.3981186599003,2.755653534347888
156,Cesar,Colombia,2021-04-01 04:27:05,9.3373,-73.6536,43133,1239,41115.0,779.0,"Cesar, Colombia",3592.69815938043,2.872510606728027
157,Choco,Colombia,2021-04-01 04:27:05,5.2528,-76.82600000000002,6706,204,6406.0,96.0,"Choco, Colombia",1253.865743251076,3.0420518938264243
158,Cordoba,Colombia,2021-04-01 04:27:05,8.0493,-75.574,43023,2010,39770.0,1243.0,"Cordoba, Colombia",2410.545147505327,4.671919670873718
159,Cundinamarca,Colombia,2021-04-01 04:27:05,5.026,-74.03,110923,3066,106522.0,1335.0,"Cundinamarca, Colombia",3799.956150267552,2.764079586740352
160,Guainia,Colombia,2021-04-01 04:27:05,2.5854,-68.5247,1335,22,1308.0,5.0,"Guainia, Colombia",2774.6601820675896,1.647940074906367
161,Guaviare,Colombia,2021-04-01 04:27:05,1.0654,-73.2603,2299,40,2251.0,8.0,"Guaviare, Colombia",2777.6770935276136,1.739886907351022
162,Huila,Colombia,2021-04-01 04:27:05,2.5359,-75.5277,50915,1791,48765.0,359.0,"Huila, Colombia",4627.012702815194,3.5176274182460965
163,La Guajira,Colombia,2021-04-01 04:27:05,11.3548,-72.5205,17879,665,16841.0,373.0,"La Guajira, Colombia",2030.4124647951303,3.719447396386823
164,Magdalena,Colombia,2021-04-01 04:27:05,10.4113,-74.4057,43967,1618,40528.0,1821.0,"Magdalena, Colombia",3276.849716712404,3.6800327518366047
165,Meta,Colombia,2021-04-01 04:27:05,3.272,-73.0877,43742,999,42271.0,472.0,"Meta, Colombia",4207.086124944937,2.2838461890174204
166,Narino,Colombia,2021-04-01 04:27:05,1.2892,-77.3579,50335,1693,47843.0,799.0,"Narino, Colombia",3086.915672344768,3.363464785934241
167,Norte de Santander,Colombia,2021-04-01 04:27:05,7.9463,-72.8988,51927,2764,48486.0,677.0,"Norte de Santander, Colombia",3481.087545728365,5.322857087834845
168,Putumayo,Colombia,2021-04-01 04:27:05,0.436,-75.5277,8204,324,7732.0,148.0,"Putumayo, Colombia",2356.238978465285,3.949293027791321
169,Quindio,Colombia,2021-04-01 04:27:05,4.461,-75.6674,34536,1021,33016.0,499.0,"Quindio, Colombia",6396.692745376956,2.9563354181144312
170,Risaralda,Colombia,2021-04-01 04:27:05,5.3158,-75.9928,48878,1213,46718.0,947.0,"Risaralda, Colombia",5181.041783928574,2.481689103482139
171,San Andres y Providencia,Colombia,2021-04-01 04:27:05,12.5567,-81.7185,2758,45,2700.0,13.0,"San Andres y Providencia, Colombia",4500.65274151436,1.6316171138506164
172,Santander,Colombia,2021-04-01 04:27:05,6.6437,-73.6536,94452,3490,89317.0,1645.0,"Santander, Colombia",4323.068494354498,3.6949985177656375
173,Sucre,Colombia,2021-04-01 04:27:05,8.814,-74.7233,22914,849,21508.0,557.0,"Sucre, Colombia",2532.317046889971,3.705158418434145
174,Tolima,Colombia,2021-04-01 04:27:05,4.0925,-75.1545,66546,2150,63596.0,800.0,"Tolima, Colombia",5002.755251705212,3.2308478345805907
175,Unknown,Colombia,2021-04-01 04:27:05,,,0,0,0.0,0.0,"Unknown, Colombia",,
176,Valle del Cauca,Colombia,2021-04-01 04:27:05,3.8009,-76.6413,208396,6565,197183.0,4648.0,"Valle del Cauca, Colombia",4655.972024309824,3.150252404076854
177,Vaupes,Colombia,2021-04-01 04:27:05,0.8554,-70.812,1161,13,1141.0,7.0,"Vaupes, Colombia",2845.797485109199,1.119724375538329
178,Vichada,Colombia,2021-04-01 04:27:05,4.4234,-69.2878,1440,23,1397.0,20.0,"Vichada, Colombia",1335.7079252003562,1.5972222222222223
179,,Comoros,2021-04-01 04:27:05,-11.6455,43.3333,3696,146,3525.0,25.0,Comoros,425.02544287858143,3.95021645021645
180,,Congo (Brazzaville),2021-04-01 04:27:05,-0.228,15.8277,9681,135,8208.0,1338.0,Congo (Brazzaville),175.44107637205033,1.394484040904865
181,,Congo (Kinshasa),2021-04-01 04:27:05,-4.0383,21.7587,28142,743,25444.0,1955.0,Congo (Kinshasa),31.42201745743066,2.640181934475162
182,,Costa Rica,2021-04-01 04:27:05,9.7489,-83.7534,216764,2957,192699.0,21108.0,Costa Rica,4255.185494474604,1.364156409735934
183,,Cote d'Ivoire,2021-04-01 04:27:05,7.54,-5.5471,43889,244,40254.0,3391.0,Cote d'Ivoire,166.38313157323594,0.5559479596254187
